Column1,Column2,Column3,Column4
, 2-METHYL-4-PHENYLBUTYRALDEHYDE," &diams; 2-METHYL-4-PHENYLBUTYRALDEHYDE<br />&diams; ALPHA-METHYLBENZENEBUTANAL<br />&diams; BENZENEBUTANAL, ALPHA-METHYL-<br />&diams; BUTYRALDEHYDE, 2-METHYL-4-PHENYL-<br />&diams; 2-METHYL-4-PHENYLBUTANAL<br />&diams; 4-PHENYL-2-METHYLBUTANAL", FLAVORING AGENT OR ADJUVANT
," 2-METHYL-4-PROPYL-1,3-OXATHIANE"," &diams; 2-METHYL-4-PROPYL-1,3-OXATHIANE<br />&diams; 1,3-OXATHIANE, 2-METHYL-4-PROPYL-", FLAVORING AGENT OR ADJUVANT
, 2-METHYL-5-(METHYLTHIO)FURAN," &diams; 2-METHYL-5-(METHYLTHIO)FURAN<br />&diams; FURAN, 2-METHYL-5-(METHYLTHIO)-<br />&diams; METHYL 5-METHYLFURYL SULFIDE<br />&diams; 2-METHYL-5-METHYLTHIOFURAN<br />&diams; 5-METHYL-2-(METHYLTHIO)FURAN"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
, CYCLOTENE BUTYRATE," &diams; 2-METHYL-5-OXO-1-CYCLOPENTEN-1-YL BUTYRATE<br />&diams; 1-METHYL-1-CYCLOPENTEN-2-OL-3-ONE BUTYRATE<br />&diams; 2-methyl-5-oxo-1-cyclopenten-1-yl butyrate<br />&diams; butanoic acid, 2-methyl-5-oxo-1-cyclopenten-1-yl ester<br />&diams; 2-methyl-5-oxo-1-cyclopenten-1-yl butanoate<br />&diams; butyric acid, 2-methyl-5-oxo-1-cyclopenten-1-yl ester<br />&diams; cyclotene butyrate", FLAVORING AGENT OR ADJUVANT
, 2-METHYL-5-VINYLPYRAZINE," &diams; 2-METHYL-5-VINYLPYRAZINE<br />&diams; PYRAZINE, 2-ETHENYL-5-METHYL-<br />&diams; PYRAZINE, 2-METHYL-5-VINYL-<br />&diams; 2-ETHENYL-5-METHYLPYRAZINE", FLAVORING AGENT OR ADJUVANT
, 2-METHYLACETOPHENONE," &diams; 2-METHYLACETOPHENONE<br />&diams; ethanone, 1-(2-methylphenyl)-<br />&diams; 1-(2-methylphenyl)ethanone<br />&diams; acetophenone, 2'-methyl-<br />&diams; 2'-methylacetophenone<br />&diams; acetophenone, o-methyl-<br />&diams; methylacetophenone, o-<br />&diams; 2-acetyltoluene<br />&diams; InChI=1S/C9H10O/c1-7-5-3-4-6-9(7)8(2)10/h3-6H,1-2H3<br />&diams; InChIKey: YXWWHNCQZBVZPV-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT
, 2-METHYLALLYL BUTYRATE," &diams; 2-METHYLALLYL BUTYRATE<br />&diams; BUTANOIC ACID, 2-METHYL-2-PROPENYL ESTER<br />&diams; BUTYRIC ACID, 2-METHYLALLYL ESTER<br />&diams; METHYLALLYL BUTYRATE<br />&diams; 2-METHYL-2-PROPENYL BUTANOATE<br />&diams; 2-METHYL-2-PROPEN-1-YL BUTYRATE<br />&diams; 2-METHYLALLYL BUTANOATE<br />&diams; 2-METHYL-2-PROPENYL BUTYRATE", FLAVORING AGENT OR ADJUVANT
, O-METHYLANISOLE," &diams; 2-METHYLANISOLE<br />&diams; CRESYL METHYL ETHER, O-<br />&diams; METHYL O-CRESYL ETHER<br />&diams; METHYLANISOLE, O-<br />&diams; METHYL O-TOLYL ETHER<br />&diams; METHOXYTOLUENE, O-<br />&diams; BENZENE, 1-METHOXY-2-METHYL-<br />&diams; 1-METHOXY-2-METHYLBENZENE<br />&diams; ANISOLE, O-METHYL-<br />&diams; 2-METHOXYTOLUENE", FLAVORING AGENT OR ADJUVANT
, 2-METHYLBENZOFURAN," &diams; 2-METHYLBENZOFURAN<br />&diams; benzofuran, 2-methyl-<br />&diams; 2-methylcumarone<br />&diams; 2-methylbenzo(b)furan<br />&diams; 2-methylcoumarone<br />&diams; InChI=1S/C9H8O/c1-7-6-8-4-2-3-5-9(8)10-7/h2-6H,1H3<br />&diams; InChIKey: GBGPVUAOTCNZPT-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT
," 2-METHYL-4,5-BENZOXAZOLE"," &diams; 2-METHYLBENZOXAZOLE<br />&diams; benzoxazole, 2-methyl-<br />&diams; 2-methyl-1,3-benzoxazole<br />&diams; InChI=1S/C8H7NO/c1-6-9-7-4-2-3-5-8(7)10-6/h2-5H,1H3<br />&diams; InChIKey: DQSHFKPKFISSNM-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT
, 2-METHYLBUTYLAMINE," &diams; 2-METHYLBUTANAMINE<br />&diams; 1-butanamine, 2-methyl-<br />&diams; butylamine, 2-methyl-<br />&diams; 2-methylbutylamine<br />&diams; 1-amino-2-methylbutane<br />&diams; 2-methyl-1-butanamine<br />&diams; 2-methyl-1-butylamine", FLAVORING AGENT OR ADJUVANT
, 2-METHYLBUTYL 2-METHYLBUTYRATE," &diams; 2-METHYLBUTYL 2-METHYLBUTYRATE<br />&diams; BUTANOIC ACID, 2-METHYL-, 2-METHYLBUTYL ESTER<br />&diams; BUTYRIC ACID, 2-METHYL-, 2-METHYLBUTYL ESTER<br />&diams; 2-METHYLBUTYL 2-METHYLBUTANOATE", FLAVORING AGENT OR ADJUVANT
, 2-METHYLBUTYL 3-METHYL-2-BUTENOATE," &diams; 2-METHYLBUTYL 3-METHYL-2-BUTENOATE<br />&diams; 2-butenoic acid, 3-methyl-, 2-methylbutyl ester<br />&diams; 2-methylbutyl senecioate<br />&diams; InChI=1S/C10H18O2/c1-5-9(4)7-12-10(11)6-8(2)3/h6,9H,5,7H2,1-4H3<br />&diams; InChIKey: CEVOEEDUEYZGMY-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT
, 2-METHYLBUTYL ACETATE," &diams; 2-METHYLBUTYL ACETATE<br />&diams; 2-METHYL-1-BUTYL ACETATE<br />&diams; 1-BUTANOL, 2-METHYL-, ACETATE", FLAVORING AGENT OR ADJUVANT
, 2-METHYLBUTYL ISOVALERATE," &diams; 2-METHYLBUTYL ISOVALERATE<br />&diams; BUTANOIC ACID, 3-METHYL-, 2-METHYLBUTYL ESTER<br />&diams; ISOVALERIC ACID, 2-METHYLBUTYL ESTER<br />&diams; 2-METHYLBUTYL 3-METHYLBUTANOATE<br />&diams; 2-METHYLBUTYL ISOPENTANOATE<br />&diams; 2-METHYLBUTYL ISOVALERIANATE", FLAVORING AGENT OR ADJUVANT
, 2-METHYLBUTYRALDEHYDE," &diams; 2-METHYLBUTYRALDEHYDE<br />&diams; BUTANAL, 2-METHYL-<br />&diams; BUTYRALDEHYDE, 2-METHYL-<br />&diams; ALPHA-METHYLBUTANAL<br />&diams; ALPHA-METHYLBUTYRALDEHYDE<br />&diams; ALPHA-METHYLBUTYRIC ALDEHYDE<br />&diams; METHYL ETHYL ACETALDEHYDE<br />&diams; 2-METHYLBUTANAL<br />&diams; 2-METHYLBUTYRIC ALDEHYDE<br />&diams; 2-FORMYLBUTANE<br />&diams; 2-ETHYLPROPANAL", FLAVORING AGENT OR ADJUVANT
, 2-METHYLBUTYRIC ACID," &diams; 2-METHYLBUTYRIC ACID<br />&diams; 2-METHYLBUTANOIC ACID<br />&diams; ALPHA-METHYLBUTYRIC ACID<br />&diams; BUTANOIC ACID, 2-METHYL-<br />&diams; BUTYRIC ACID, 2-METHYL-<br />&diams; VALERIC ACID, ACTIVE<br />&diams; ETHYLMETHYLACETIC ACID<br />&diams; METHYLETHYLACETIC ACID", FLAVORING AGENT OR ADJUVANT
, 2-METHYLCYCLOHEXANONE," &diams; 2-METHYLCYCLOHEXANONE<br />&diams; CYCLOHEXANONE, 2-METHYL-<br />&diams; 2-METHYL-1-CYCLOHEXANONE", FLAVORING AGENT OR ADJUVANT
, 2-METHYLFURAN," &diams; 2-METHYLFURAN<br />&diams; 5-METHYLFURAN<br />&diams; InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3<br />&diams; InChIKey: VQKFNUFAXTZWDK-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT
, 2-METHYLHEPTANOIC ACID," &diams; 2-METHYLHEPTANOIC ACID<br />&diams; ALPHA-METHYLHEPTANOIC ACID<br />&diams; HEPTANOIC ACID, 2-METHYL-<br />&diams; METHYLAMYLACETIC ACID<br />&diams; 2-METHYLOENANTHIC ACID"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
, 2-METHYLHEXANOIC ACID," &diams; 2-METHYLHEXANOIC ACID<br />&diams; ALPHA-METHYLCAPROIC ACID<br />&diams; HEXANOIC ACID, 2-METHYL-<br />&diams; 2-HEXANECARBOXYLIC ACID<br />&diams; 2-METHYLCAPROIC ACID"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
, 2-METHYLOCTANAL," &diams; 2-METHYLOCTANAL<br />&diams; METHYL HEXYL ACETALDEHYDE<br />&diams; OCTANAL, 2-METHYL-<br />&diams; ALPHA-METHYLOCTANAL<br />&diams; 2-METHYLOCTANALDEHYDE", FLAVORING AGENT OR ADJUVANT
, 2-METHYLPENTANAL," &diams; 2-METHYLPENTANAL<br />&diams; 2-METHYLVALERALDEHYDE<br />&diams; PENTANAL, 2-METHYL-<br />&diams; VALERALDEHYDE, 2-METHYL-<br />&diams; ALPHA-METHYLPENTANAL<br />&diams; 2-FORMYLPENTANE<br />&diams; 2-METHYLVALERIC ALDEHYDE", FLAVORING AGENT OR ADJUVANT
, O-CRESOL," &diams; 2-METHYLPHENOL<br />&diams; METHYLPHENOL, O-<br />&diams; 1-HYDROXY-2-METHYLBENZENE<br />&diams; 2-HYDROXYTOLUENE<br />&diams; HYDROXYTOLUENE, O-<br />&diams; 2-HYDROXY-1-METHYLBENZENE<br />&diams; CRESYLIC ACID, O-<br />&diams; PHENOL, 2-METHYL-<br />&diams; O-CRESOL<br />&diams; 2-CRESOL<br />&diams; METHYLPHENYLOL, O-<br />&diams; TOLUOL, O-<br />&diams; Oxytoluene, o-", FLAVORING AGENT OR ADJUVANT
, O-TOLYL ACETATE," &diams; 2-METHYLPHENYL ACETATE<br />&diams; ACETIC ACID, 2-METHYLPHENYL ESTER<br />&diams; ACETIC ACID, O-TOLYL ESTER<br />&diams; ACETYL-O-CRESOL<br />&diams; ACETOXYTOLUENE, O-<br />&diams; CRESYL ACETATE, O-<br />&diams; CRESYLIC ACETATE, O-<br />&diams; METHYLPHENYL ACETATE, O-<br />&diams; TOLYL ACETATE, O-<br />&diams; 2-ACETOXYTOLUENE", FLAVORING AGENT OR ADJUVANT
, 2-METHYLPIPERIDINE," &diams; 2-METHYLPIPERIDINE<br />&diams; piperidine, 2-methyl-<br />&diams; alpha-pipecoline<br />&diams; alpha-methylpiperidine<br />&diams; 2-pipecoline", FLAVORING AGENT OR ADJUVANT
, 2-METHYLTETRAHYDROFURAN-3-ONE," &diams; 2-METHYLTETRAHYDROFURAN-3-ONE<br />&diams; DIHYDRO-2-METHYL-3(2H)-FURANONE<br />&diams; DIHYDRO-2-METHYL-3-FURANONE<br />&diams; TETRAHYDRO-2-METHYL-3-FURANONE<br />&diams; 2-METHYL-3-OXOTETRAHYDROFURAN<br />&diams; 3(2H)-FURANONE, DIHYDRO-2-METHYL-<br />&diams; 2-METHYL-3-KETOTETRAHYDROFURAN<br />&diams; 2-METHYL-2H-FURAN-3-ONE", FLAVORING AGENT OR ADJUVANT
, 2-METHYLTETRAHYDROTHIOPHEN-3-ONE," &diams; 2-METHYLTETRAHYDROTHIOPHEN-3-ONE<br />&diams; DIHYDRO-2-METHYL-3(2H)-THIOPHENONE<br />&diams; DIHYDRO-2-METHYL-3-THIOPHENONE<br />&diams; 2-METHYL-4,5-DIHYDRO-3(2H)-THIOPHENONE<br />&diams; 2-METHYLTHIOLAN-3-ONE<br />&diams; 3(2H)-THIOPHENONE, DIHYDRO-2-METHYL-<br />&diams; 2-METHYL-3-OXOTETRAHYDROTHIOPHENE"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
, 2-METHYLVALERIC ACID," &diams; 2-METHYLVALERIC ACID<br />&diams; 2-METHYLPENTANOIC ACID<br />&diams; METHYLPROPYLACETIC ACID<br />&diams; PENTANOIC ACID, 2-METHYL-<br />&diams; VALERIC ACID, 2-METHYL-<br />&diams; ALPHA-METHYLVALERIC ACID", FLAVORING AGENT OR ADJUVANT
, 2-NAPHTHALENTHIOL, &diams; 2-NAPHTHALENETHIOL<br />&diams; 2-MERCAPTONAPHTHALENE<br />&diams; 2-NAPHTHYL MERCAPTAN<br />&diams; 2-THIONAPHTHOL<br />&diams; BETA-NAPHTHYL MERCAPTAN<br />&diams; BETA-THIONAPHTHOL<br />&diams; BETA-MERCAPTONAPHTHALENE<br />&diams; BETA-NAPHTHALENETHIOL," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
, BETA-NAPHTHYL ANTHRANILATE," &diams; 2-NAPHTHYL ANTHRANILATE<br />&diams; BETA-NAPHTHYL ANTHRANILATE<br />&diams; ANTHRANILIC ACID, 2-NAPHTHYL ESTER<br />&diams; 2-NAPHTHYL O-AMINOBENZOATE<br />&diams; 2-NAPHTHALENOL, 2-AMINOBENZOYL ESTER<br />&diams; 2-AMINOBENZOYL 2-NAPHTHALENOL"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
, 2-NONANOL, &diams; 2-NONANOL<br />&diams; METHYL HEPTYL CARBINOL<br />&diams; 1-METHYL-1-OCTANOL, FLAVORING AGENT OR ADJUVANT
, 2-NONANONE PROPYLENEGLYCOL ACETAL," &diams; 2-NONANONE PROPYLENE GLYCOL ACETAL<br />&diams; 2-nonanone propylene glycol acetal<br />&diams; 1,3-dioxolane, 2-heptyl-2, 4-dimethyl-", FLAVORING AGENT OR ADJUVANT
, 2-NONANONE, &diams; 2-NONANONE<br />&diams; METHYL HEPTYL KETONE<br />&diams; NONAN-2-ONE<br />&diams; HEPTYL METHYL KETONE, FLAVORING AGENT OR ADJUVANT
, CIS-2-NONEN-1-OL," &diams; 2-NONEN-1-OL, CIS-<br />&diams; 2-NONEN-1-OL, (Z)-", FLAVORING AGENT OR ADJUVANT
, TRANS-2-NONEN-1-OL," &diams; 2-NONEN-1-OL, TRANS-<br />&diams; 2-NONEN-1-OL, (E)-"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
, TRANS-2-NONEN-4-ONE," &diams; 2-NONEN-4-ONE, TRANS-<br />&diams; 2-nonen-4-one, (2E)-<br />&diams; 2-nonen-4-one, (E)-<br />&diams; InChI=1S/C9H16O/c1-3-5-6-8-9(10)7-4-2/h4,7H,3,5-6,8H2,1-2H3/b7-4+<br />&diams; InChIKey: WTAYWTBOEQYGOG-QPJJXVBHSA-N", FLAVORING AGENT OR ADJUVANT
, 2-NONENAL, &diams; 2-NONENAL<br />&diams; HEPTYLIDENEACETALDEHYDE<br />&diams; 3-HEXYLACROLEIN<br />&diams; 3-HEXYL-2-PROPENAL<br />&diams; 2-NONEN-1-AL, FLAVORING AGENT OR ADJUVANT
, (E)-2-NONENOIC ACID," &diams; 2-NONENOIC ACID, TRANS-<br />&diams; 2-NONENOIC ACID, (2E)-<br />&diams; 2-NONENOIC ACID, (E)-", FLAVORING AGENT OR ADJUVANT
, TRANS-2-NONENYL ACETATE," &diams; 2-NONENYL ACETATE, TRANS-<br />&diams; 2-nonen-1-ol, 1-acetate, (2E)-<br />&diams; 2-nonen-1-ol, acetate, (2E)-<br />&diams; 2-nonen-1-ol, acetate, (E)-<br />&diams; 2-nonen-1-yl acetate, trans-<br />&diams; InChI=1S/C11H20O2/c1-3-4-5-6-7-8-9-10-13-11(2)12/h8-9H,3-7,10H2,1-2H3/b9-8+<br />&diams; InChIKey: WFCCNPHGLLPSDJ-CMDGGOBGSA-N", FLAVORING AGENT OR ADJUVANT
, 2-OCTANOL," &diams; 2-OCTANOL<br />&diams; CAPRYLIC ALCOHOL, SECONDARY<br />&diams; CAPRYL ALCOHOL, SEC-<br />&diams; HEXYL METHYL CARBINOL<br />&diams; METHYL HEXYL CARBINOL<br />&diams; OCTYL ALCOHOL, SEC-<br />&diams; BETA-OCTYL ALCOHOL<br />&diams; OCTYL ALCOHOL, BETA-<br />&diams; 1-METHYLHEPTYL ALCOHOL<br />&diams; 2-OCTYL ALCOHOL<br />&diams; 2-HYDROXYOCTANE<br />&diams; 1-METHYL-1-HEPTANOL<br />&diams; 1-METHYLHEPTANOL<br />&diams; CAPRYL ALCOHOL", FLAVORING AGENT OR ADJUVANT
, CIS-2-OCTENOL," &diams; 2-OCTEN-1-OL, CIS-<br />&diams; 2-OCTEN-1-OL, (Z)-<br />&diams; 2-OCTENOL, CIS-<br />&diams; 2-octen-1-ol, (2Z)-", FLAVORING AGENT OR ADJUVANT
, (E)-2-OCTEN-1-OL," &diams; 2-OCTEN-1-OL, TRANS-<br />&diams; 2-OCTENOL, TRANS-<br />&diams; 2-OCTEN-1-OL, (2E)-<br />&diams; 2-OCTENOL, (E)-", FLAVORING AGENT OR ADJUVANT
, TRANS-2-OCTEN-1-YL ACETATE," &diams; 2-OCTEN-1-YL ACETATE, TRANS-<br />&diams; 2-OCTEN-1-OL, ACETATE, (E)-<br />&diams; 2-OCTENYL ACETATE, TRANS-<br />&diams; 2-OCTENYL ACETATE, (E)-", FLAVORING AGENT OR ADJUVANT
, TRANS-2-OCTEN-1-YL BUTANOATE," &diams; 2-OCTEN-1-YL BUTYRATE, TRANS-<br />&diams; BUTANOIC ACID, 2-OCTENYL ESTER, (E)-<br />&diams; 2-OCTEN-1-YL BUTANOATE, TRANS-<br />&diams; 2-OCTENYL BUTANOATE, (E)-", FLAVORING AGENT OR ADJUVANT
, (E)-2-OCTEN-4-OL," &diams; 2-OCTEN-4-OL, TRANS-<br />&diams; 2-OCTEN-4-OL, (E)-<br />&diams; BUTYL PROPENYL CARBINOL, TRANS-", FLAVORING AGENT OR ADJUVANT
, 2-OCTEN-4-ONE, &diams; 2-OCTEN-4-ONE<br />&diams; BUTYL PROPENYL KETONE<br />&diams; PROPENYL BUTYL KETONE, FLAVORING AGENT OR ADJUVANT
, 2-OCTENAL, &diams; 2-OCTENAL<br />&diams; 2-OCTEN-1-AL, FLAVORING AGENT OR ADJUVANT
, (E)-2-OCTENOIC ACID," &diams; 2-OCTENOIC ACID, TRANS-<br />&diams; 2-OCTENOIC ACID, (2E)-<br />&diams; 2-OCTENOIC ACID, (E)-", FLAVORING AGENT OR ADJUVANT
, ALPHA-KETOBUTYRIC ACID," &diams; 2-OXOBUTYRIC ACID<br />&diams; ALPHA-KETOBUTYRIC ACID<br />&diams; 2-KETOBUTYRIC ACID<br />&diams; BUTANOIC ACID, 2-OXO-<br />&diams; BUTYRIC ACID, 2-OXO-<br />&diams; ALPHA-OXOBUTYRIC ACID<br />&diams; 2-OXOBUTANOIC ACID<br />&diams; 3-METHYLPYRUVIC ACID"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
, 2-OXOPENTANEDIOIC ACID," &diams; 2-OXOGLUTARIC ACID<br />&diams; ALPHA-KETOGLUTARIC ACID<br />&diams; PENTANEDIOIC ACID, 2-OXO-<br />&diams; 2-OXOPENTANEDIOIC ACID<br />&diams; GLUTARIC ACID, 2-OXO-<br />&diams; ALPHA-OXOGLUTARIC ACID<br />&diams; ALPHA-OXOPENTANDIOIC ACID<br />&diams; 2-KETOGLUTARIC ACID<br />&diams; 2-OXO-1,5-PENTANEDIOIC ACID", FLAVORING AGENT OR ADJUVANT
, 3-METHYL-2-OXOBUTANOIC ACID," &diams; 2-OXOISOVALERIC ACID<br />&diams; 3-METHYL-2-OXOBUTYRIC ACID<br />&diams; 3-METHYL-2-OXOBUTANOIC ACID<br />&diams; 2-OXO-3-METHYLBUTYRIC ACID<br />&diams; BUTANOIC ACID, 3-METHYL-2-OXO-<br />&diams; 2-OXOISOPENTANOIC ACID<br />&diams; ALPHA-KETOISOVALERIC ACID<br />&diams; BUTYRIC ACID, 3-METHYL-2-OXO-<br />&diams; DIMETHYLPYRUVIC ACID<br />&diams; ISOPROPYLGLYCOLIC ACID<br />&diams; KETOVALINE", FLAVORING AGENT OR ADJUVANT
, 2-PENTADECANONE, &diams; 2-PENTADECANONE<br />&diams; METHYL TRIDECYL KETONE, FLAVORING AGENT OR ADJUVANT
, 2-PENTANETHIOL," &diams; 2-PENTANETHIOL<br />&diams; AMYL MERCAPTAN, SEC-<br />&diams; 1-METHYLBUTANETHIOL<br />&diams; 2-MERCAPTOPENTANE<br />&diams; SEC-AMYL MERCAPTAN", FLAVORING AGENT OR ADJUVANT
, 2-PENTANOL," &diams; 2-PENTANOL<br />&diams; AMYL ALCOHOL, SEC-<br />&diams; METHYL PROPYL CARBINOL<br />&diams; ALPHA-METHYLBUTANOL<br />&diams; 2-PENTYL ALCOHOL<br />&diams; 1-METHYL-1-BUTANOL<br />&diams; PENTANOL, SEC-<br />&diams; 2-HYDROXYPENTANE<br />&diams; SEC-AMYL ALCOHOL", FLAVORING AGENT OR ADJUVANT
, 2-PENTEN-1-OL," &diams; 2-PENTEN-1-OL<br />&diams; InChI=1S/C5H10O/c1-2-3-4-5-6/h3-4,6H,2,5H2,1H3/b4-3+<br />&diams; InChIKey: BTSIZIIPFNVMHF-ONEGZZNKSA-N", FLAVORING AGENT OR ADJUVANT
, 2-PENTENAL, &diams; 2-PENTENAL<br />&diams; 3-ETHYLACROLEIN<br />&diams; 3-ETHYL-2-PROPENAL<br />&diams; GAMMA-METHYLCROTONALDEHYDE<br />&diams; 2-PENTEN-1-AL," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
, 2-PENTENOIC ACID," &diams; 2-PENTENOIC ACID<br />&diams; InChI=1S/C5H8O2/c1-2-3-4-5(6)7/h3-4H,2H2,1H3,(H,6,7)<br />&diams; InChiKey=YIYBQIKDCADOSF-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT
, PENT-2-ENYL HEXANOATE," &diams; 2-PENTENYL HEXANOATE, CIS-<br />&diams; hexanoic acid, (2Z)-2-penten-1-yl ester<br />&diams; 2-penten-1-yl hexanoate, (2Z)-<br />&diams; hexanoic acid, (2Z)-2-pentenyl ester<br />&diams; 2-pentenyl hexanoate, (2Z)-<br />&diams; pent-2-enyl hexanoate, (Z)-", FLAVORING AGENT OR ADJUVANT
, 2-PENTYL 2-METHYLPENTANOATE," &diams; 2-PENTYL 2-METHYLPENTANOATE<br />&diams; pentanoic acid, 2-methyl-, 1-methylbutyl ester", FLAVORING AGENT OR ADJUVANT
, 2-PENTYL ACETATE," &diams; 2-PENTYL ACETATE<br />&diams; AMYL ACETATE, SEC-<br />&diams; 1-METHYLBUTYL ACETATE<br />&diams; 2-PENTANOL, ACETATE", FLAVORING AGENT OR ADJUVANT
, 2-PENTYL BUTYRATE," &diams; 2-PENTYL BUTYRATE<br />&diams; 1-METHYLBUTYL BUTANOATE<br />&diams; 2-PENTYL BUTANOATE<br />&diams; BUTANOIC ACID, 1-METHYLBUTYL ESTER", FLAVORING AGENT OR ADJUVANT
, 2-PENTYL-1-BUTEN-3-ONE," &diams; 2-PENTYL-1-BUTEN-3-ONE<br />&diams; 3-METHYLENE-2-OCTANONE<br />&diams; 2-OCTANONE, 3-METHYLENE-", FLAVORING AGENT OR ADJUVANT
," (+/-)CIS- AND TRANS-2-PENTYL-4-PROPYL-1,3-OXATHIANE"," &diams; 2-PENTYL-4-PROPYL-1,3-OXATHIANE<br />&diams; 1,3-oxathiane, 2-pentyl-4-propyl-", FLAVORING AGENT OR ADJUVANT
, 2-PENTYLTHIAZOLE," &diams; 2-PENTYLTHIAZOLE<br />&diams; thiazole, 2-pentyl-<br />&diams; 2-n-amylthiazole", FLAVORING AGENT OR ADJUVANT
, 2-PENTYLTHIOPHENE," &diams; 2-PENTYLTHIOPHENE<br />&diams; thiophene, 2-pentyl-<br />&diams; InChI=1S/C9H14S/c1-2-3-4-6-9-7-5-8-10-9/h5,7-8H,2-4,6H2,1H3<br />&diams; InChIKey: NOYVOSGVFSEKPR-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT
, 2-PHENOXYETHYL PROPIONATE," &diams; 2-PHENOXYETHYL PROPIONATE<br />&diams; ethanol, 2-phenoxy-, 1-propanoate<br />&diams; 2-phenoxyethyl 1-propanoate<br />&diams; ethanol, 2-phenoxy-, propanoate<br />&diams; 2-phenoxyethyl propanoate<br />&diams; ethanol, 2-phenoxy-, propionate", FLAVORING AGENT OR ADJUVANT
, 2-PHENYL-2-BUTENAL," &diams; 2-PHENYL-2-BUTENAL<br />&diams; ALPHA-ETHYLIDENEBENZENEACETALDEHYDE<br />&diams; 2-PHENYLCROTONALDEHYDE<br />&diams; BENZENEACETALDEHYDE, ALPHA-ETHYLIDENE-<br />&diams; CROTONALDEHYDE, 2-PHENYL-<br />&diams; ALPHA-PHENYLCROTONALDEHYDE", FLAVORING AGENT OR ADJUVANT
, 2-PHENYL-3-(2-FURYL)-PROP-2-ENAL," &diams; 2-PHENYL-3-(2-FURYL)PROP-2-ENAL<br />&diams; ALPHA-(2-FURANYLMETHYLENE)BENZENEACETALDEHYDE<br />&diams; ALPHA-PHENYL-2-FURANACROLEIN<br />&diams; BENZENEACETALDEHYDE, ALPHA-(2-FURANYLMETHYLENE)-<br />&diams; 2-FURFURYLIDENEPHENYLACETALDEHYDE<br />&diams; 2-PHENYL-3-(2-FURYL)-2-PROPENAL<br />&diams; 2-FURANACROLEIN, ALPHA-PHENYL-", FLAVORING AGENT OR ADJUVANT
, 2-PHENYL-4-PENTENAL," &diams; 2-PHENYL-4-PENTENAL<br />&diams; BENZENEACETALDEHYDE, ALPHA-2-PROPENYL-<br />&diams; ALPHA-2-PROPENYLBENZENEACETALDEHYDE<br />&diams; 4-PENTENAL, 2-PHENYL-", FLAVORING AGENT OR ADJUVANT
, PHENYLETHYL MERCAPTAN," &diams; 2-PHENYLETHANETHIOL<br />&diams; BENZENEETHANETHIOL<br />&diams; ETHANETHIOL, 2-PHENYL-<br />&diams; 2-PHENYLETHYL MERCAPTAN<br />&diams; BETA-PHENYLETHYL MERCAPTAN<br />&diams; 2-PHENETHYLTHIOL<br />&diams; PHENYLETHYL MERCAPTAN", FLAVORING AGENT OR ADJUVANT
, O-PHENYLPHENOL," &diams; 2-PHENYLPHENOL<br />&diams; 2-HYDROXYDIPHENYL<br />&diams; 2-BIPHENYLOL<br />&diams; 2-HYDROXYBIPHENYL<br />&diams; HYDROXYBIPHENYL, O-<br />&diams; (1,1'-BIPHENYL)-2-OL<br />&diams; BIPHENYL-2-OL<br />&diams; 2-HYDROXY-1,1'-BIPHENYL<br />&diams; Biphenylol, o-<br />&diams; Diphenyl, o-<br />&diams; Xenol, o-"," ANTIMICROBIAL AGENT,<br /> SURFACE-ACTIVE AGENT"
, 2-PHENYLPROPIONALDEHYDE DIMETHYL ACETAL," &diams; 2-PHENYLPROPANAL DIMETHYL ACETAL<br />&diams; BENZENE, (2,2-DIMETHOXY-1-METHYLETHYL)-<br />&diams; ALPHA-METHYLPHENACETALDEHYDE DIMETHYL ACETAL<br />&diams; (2,2-DIMETHOXY-1-METHYLETHYL)BENZENE<br />&diams; HYDRATROPIC ALDEHYDE DIMETHYL ACETAL<br />&diams; HYDRATROPALDEHYDE, DIMETHYL ACETAL<br />&diams; HYDRATROPALDEHYDE DIMETHYL ACETAL<br />&diams; 1,1-DIMETHOXY-2-PHENYLPROPANE<br />&diams; 2-PHENYLPROPIONALDEHYDE DIMETHYL ACETAL", FLAVORING AGENT OR ADJUVANT
